Question_Num|Question|Option-A|Option-B|Option-C|Option-D|Answer|Explanation|
34|2(x - 3) ÷ 3 = 6|9|3|12|21|C|Clearing Fractions: multiply both sides by 3 to get 2(x - 3) = 18. Expanding Brackets: distribute to get 2x - 6 = 18, add 6 to get 2x = 24, then divide by 2 -> x = 12.|
35|4(x + 6) + 1 = 33|8|26|2|9|C|Expanding Brackets: distribute to get 4x + 24 + 1 = 33, subtract 25 to get 4x = 8, then divide by 4 -> x = 2.|
36|(x + 6) ÷ 6 = 3|12|3|18|-3|A|Clearing Fractions: multiply both sides by 6 to get x + 6 = 18, then subtract 6 -> x = 12.|
37|4(x - 2) ÷ 3 = 8|6|8|2|26|B|Clearing Fractions: multiply both sides by 3 to get 4(x - 2) = 24. Expanding Brackets: distribute to get 4x - 8 = 24, add 8 to get 4x = 32, then divide by 4 -> x = 8.|
38|(x + 4) ÷ 3 = 5|4|15|1|11|D|Clearing Fractions: multiply both sides by 3 to get x + 4 = 15, then subtract 4 -> x = 11.|
39|x ÷ 4 - 3 = 5|17|8|12|32|D|Clearing Fractions: add 3 to both sides to get x ÷ 4 = 8, then multiply both sides by 4 -> x = 32.|
40|3(x - 5) = 12|4|27|9|17|C|Expanding Brackets: distribute to get 3x - 15 = 12, add 15 to get 3x = 27, then divide by 3 -> x = 9.|
41|5(x - 2) ÷ 3 = 25|77|17|5|15|B|Clearing Fractions: multiply both sides by 3 to get 5(x - 2) = 75. Expanding Brackets: distribute to get 5x - 10 = 75, add 10 to get 5x = 85, then divide by 5 -> x = 17.|
42|(x + 5) ÷ 2 = 5|2|10|5|0|C|Clearing Fractions: multiply both sides by 2 to get x + 5 = 10, then subtract 5 -> x = 5.|
43|(x + 8) ÷ 4 = 4|16|-4|0|8|D|Clearing Fractions: multiply both sides by 4 to get x + 8 = 16, then subtract 8 -> x = 8.|
44|2(x + 1) ÷ 3 = 10|5|29|15|14|D|Clearing Fractions: multiply both sides by 3 to get 2(x + 1) = 30. Expanding Brackets: distribute to get 2x + 2 = 30, subtract 2 to get 2x = 28, then divide by 2 -> x = 14.|
45|x ÷ 3 - 7 = 4|-9|33|14|5|B|Clearing Fractions: add 7 to both sides to get x ÷ 3 = 11, then multiply both sides by 3 -> x = 33.|
46|2(x + 5) ÷ 3 = 8|4|7|12|19|B|Clearing Fractions: multiply both sides by 3 to get 2(x + 5) = 24. Expanding Brackets: distribute to get 2x + 10 = 24, subtract 10 to get 2x = 14, then divide by 2 -> x = 7.|
47|4(x + 5) = 52|13|8|32|47|B|Expanding Brackets: distribute to get 4x + 20 = 52, subtract 20 to get 4x = 32, then divide by 4 -> x = 8.|
48|3(x - 2) - 6 = 3|11|3|5|9|C|Expanding Brackets: distribute to get 3x - 6 - 6 = 3, add 12 to get 3x = 15, then divide by 3 -> x = 5.|
49|x ÷ 3 + 1 = 2|9|4|3|5|C|Clearing Fractions: subtract 1 from both sides to get x ÷ 3 = 1, then multiply both sides by 3 -> x = 3.|
50|5(x - 2) - 2 = 28|38|32|8|6|C|Expanding Brackets: distribute to get 5x - 10 - 2 = 28, add 12 to get 5x = 40, then divide by 5 -> x = 8.|
