Question_Num|Question|Option-A|Option-B|Option-C|Option-D|Answer|Explanation|
29|320 ÷ 64 = ?|5|6|7|8|A|Round 320 to 300 and 64 to 60: 300 ÷ 60 = 5. Check: 64 × 5 = 320.|
30|549 ÷ 61 = ?|7|8|9|10|C|Round 549 to 550 and 61 to 60: 550 ÷ 60 = 9. Check: 61 × 9 = 549.|
31|126 ÷ 42 = ?|1|2|3|4|C|Test the options: 42 × 3 = 126, so 126 ÷ 42 = 3.|
32|216 ÷ 54 = ?|3|4|5|6|B|Round 216 to 200 and 54 to 50: 200 ÷ 50 = 4. Check: 54 × 4 = 216.|
33|133 ÷ 19 = ?|7|8|9|10|A|Test the options: 19 × 7 = 133, so 133 ÷ 19 = 7.|
34|207 ÷ 69 = ?|3|4|5|6|A|Round 207 to 200 and 69 to 70: 200 ÷ 70 = 3. Check: 69 × 3 = 207.|
35|380 ÷ 95 = ?|4|5|6|7|A|Round 380 to 400 and 95 to 100: 400 ÷ 100 = 4. Check: 95 × 4 = 380.|
36|68 ÷ 17 = ?|2|3|4|5|C|Round 68 to 70 and 17 to 20: 70 ÷ 20 = 4. Check: 17 × 4 = 68.|
37|686 ÷ 98 = ?|5|6|7|8|C|Round 686 to 700 and 98 to 100: 700 ÷ 100 = 7. Check: 98 × 7 = 686.|
38|112 ÷ 16 = ?|4|5|6|7|D|Test the options: 16 × 7 = 112, so 112 ÷ 16 = 7.|
39|105 ÷ 35 = ?|2|3|4|5|B|Test the options: 35 × 3 = 105, so 105 ÷ 35 = 3.|
40|488 ÷ 61 = ?|6|7|8|9|C|Round 488 to 500 and 61 to 60: 500 ÷ 60 = 8. Check: 61 × 8 = 488.|
41|102 ÷ 17 = ?|3|4|5|6|D|Test the options: 17 × 6 = 102, so 102 ÷ 17 = 6.|
42|585 ÷ 65 = ?|7|8|9|10|C|Test the options: 65 × 9 = 585, so 585 ÷ 65 = 9.|
43|216 ÷ 27 = ?|6|7|8|9|C|Test the options: 27 × 8 = 216, so 216 ÷ 27 = 8.|
44|255 ÷ 51 = ?|3|4|5|6|C|Round 255 to 250 and 51 to 50: 250 ÷ 50 = 5. Check: 51 × 5 = 255.|
45|288 ÷ 96 = ?|2|3|4|5|B|Round 288 to 300 and 96 to 100: 300 ÷ 100 = 3. Check: 96 × 3 = 288.|
46|672 ÷ 84 = ?|5|6|7|8|D|Round 672 to 650 and 84 to 80: 650 ÷ 80 = 8. Check: 84 × 8 = 672.|
47|752 ÷ 94 = ?|5|6|7|8|D|Round 752 to 750 and 94 to 90: 750 ÷ 90 = 8. Check: 94 × 8 = 752.|
48|249 ÷ 83 = ?|2|3|4|5|B|Round 249 to 250 and 83 to 80: 250 ÷ 80 = 3. Check: 83 × 3 = 249.|
49|44 ÷ 11 = ?|4|5|6|7|A|Round 44 to 40 and 11 to 10: 40 ÷ 10 = 4. Check: 11 × 4 = 44.|
50|480 ÷ 60 = ?|5|6|7|8|D|Round 480 to 500 and 60 to 60: 500 ÷ 60 = 8. Check: 60 × 8 = 480.|
51|264 ÷ 88 = ?|3|4|5|6|A|Round 264 to 250 and 88 to 90: 250 ÷ 90 = 3. Check: 88 × 3 = 264.|
52|420 ÷ 84 = ?|2|3|4|5|D|Round 420 to 400 and 84 to 80: 400 ÷ 80 = 5. Check: 84 × 5 = 420.|
53|183 ÷ 61 = ?|1|2|3|4|C|Round 183 to 200 and 61 to 60: 200 ÷ 60 = 3. Check: 61 × 3 = 183.|
54|165 ÷ 55 = ?|1|2|3|4|C|Test the options: 55 × 3 = 165, so 165 ÷ 55 = 3.|
55|400 ÷ 50 = ?|7|8|9|10|B|Test the options: 50 × 8 = 400, so 400 ÷ 50 = 8.|
56|378 ÷ 42 = ?|6|7|8|9|D|Test the options: 42 × 9 = 378, so 378 ÷ 42 = 9.|
57|532 ÷ 76 = ?|4|5|6|7|D|Round 532 to 550 and 76 to 80: 550 ÷ 80 = 7. Check: 76 × 7 = 532.|
58|518 ÷ 74 = ?|7|8|9|10|A|Round 518 to 500 and 74 to 70: 500 ÷ 70 = 7. Check: 74 × 7 = 518.|
59|738 ÷ 82 = ?|6|7|8|9|D|Round 738 to 750 and 82 to 80: 750 ÷ 80 = 9. Check: 82 × 9 = 738.|
60|220 ÷ 44 = ?|2|3|4|5|D|Round 220 to 200 and 44 to 40: 200 ÷ 40 = 5. Check: 44 × 5 = 220.|
61|350 ÷ 70 = ?|5|6|7|8|A|Test the options: 70 × 5 = 350, so 350 ÷ 70 = 5.|
62|392 ÷ 98 = ?|3|4|5|6|B|Round 392 to 400 and 98 to 100: 400 ÷ 100 = 4. Check: 98 × 4 = 392.|
63|252 ÷ 42 = ?|4|5|6|7|C|Round 252 to 250 and 42 to 40: 250 ÷ 40 = 6. Check: 42 × 6 = 252.|
64|120 ÷ 30 = ?|3|4|5|6|B|Test the options: 30 × 4 = 120, so 120 ÷ 30 = 4.|
65|162 ÷ 18 = ?|9|10|11|12|A|Test the options: 18 × 9 = 162, so 162 ÷ 18 = 9.|
66|432 ÷ 54 = ?|8|9|10|11|A|Test the options: 54 × 8 = 432, so 432 ÷ 54 = 8.|
67|210 ÷ 30 = ?|5|6|7|8|C|Round 210 to 200 and 30 to 30: 200 ÷ 30 = 7. Check: 30 × 7 = 210.|
68|93 ÷ 31 = ?|3|4|5|6|A|Round 93 to 90 and 31 to 30: 90 ÷ 30 = 3. Check: 31 × 3 = 93.|
69|882 ÷ 98 = ?|8|9|10|11|B|Round 882 to 900 and 98 to 100: 900 ÷ 100 = 9. Check: 98 × 9 = 882.|
70|434 ÷ 62 = ?|5|6|7|8|C|Test the options: 62 × 7 = 434, so 434 ÷ 62 = 7.|
71|378 ÷ 54 = ?|7|8|9|10|A|Test the options: 54 × 7 = 378, so 378 ÷ 54 = 7.|
72|51 ÷ 17 = ?|1|2|3|4|C|Test the options: 17 × 3 = 51, so 51 ÷ 17 = 3.|
73|192 ÷ 32 = ?|6|7|8|9|A|Test the options: 32 × 6 = 192, so 192 ÷ 32 = 6.|
74|240 ÷ 80 = ?|1|2|3|4|C|Round 240 to 250 and 80 to 80: 250 ÷ 80 = 3. Check: 80 × 3 = 240.|
75|576 ÷ 72 = ?|8|9|10|11|A|Test the options: 72 × 8 = 576, so 576 ÷ 72 = 8.|
76|285 ÷ 57 = ?|5|6|7|8|A|Round 285 to 300 and 57 to 60: 300 ÷ 60 = 5. Check: 57 × 5 = 285.|
77|438 ÷ 73 = ?|5|6|7|8|B|Round 438 to 450 and 73 to 70: 450 ÷ 70 = 6. Check: 73 × 6 = 438.|
78|312 ÷ 39 = ?|5|6|7|8|D|Round 312 to 300 and 39 to 40: 300 ÷ 40 = 8. Check: 39 × 8 = 312.|
79|140 ÷ 28 = ?|3|4|5|6|C|Round 140 to 150 and 28 to 30: 150 ÷ 30 = 5. Check: 28 × 5 = 140.|
80|486 ÷ 81 = ?|6|7|8|9|A|Round 486 to 500 and 81 to 80: 500 ÷ 80 = 6. Check: 81 × 6 = 486.|
81|340 ÷ 68 = ?|2|3|4|5|D|Round 340 to 350 and 68 to 70: 350 ÷ 70 = 5. Check: 68 × 5 = 340.|
82|406 ÷ 58 = ?|5|6|7|8|C|Round 406 to 400 and 58 to 60: 400 ÷ 60 = 7. Check: 58 × 7 = 406.|
83|72 ÷ 18 = ?|3|4|5|6|B|Round 72 to 70 and 18 to 20: 70 ÷ 20 = 4. Check: 18 × 4 = 72.|
84|224 ÷ 32 = ?|4|5|6|7|D|Round 224 to 200 and 32 to 30: 200 ÷ 30 = 7. Check: 32 × 7 = 224.|
85|188 ÷ 47 = ?|2|3|4|5|C|Round 188 to 200 and 47 to 50: 200 ÷ 50 = 4. Check: 47 × 4 = 188.|
86|637 ÷ 91 = ?|6|7|8|9|B|Round 637 to 650 and 91 to 90: 650 ÷ 90 = 7. Check: 91 × 7 = 637.|
87|510 ÷ 85 = ?|4|5|6|7|C|Round 510 to 500 and 85 to 80: 500 ÷ 80 = 6. Check: 85 × 6 = 510.|
88|150 ÷ 25 = ?|5|6|7|8|B|Test the options: 25 × 6 = 150, so 150 ÷ 25 = 6.|
89|574 ÷ 82 = ?|5|6|7|8|C|Round 574 to 550 and 82 to 80: 550 ÷ 80 = 7. Check: 82 × 7 = 574.|
90|72 ÷ 12 = ?|6|7|8|9|A|Test the options: 12 × 6 = 72, so 72 ÷ 12 = 6.|
91|128 ÷ 16 = ?|6|7|8|9|C|Round 128 to 150 and 16 to 20: 150 ÷ 20 = 8. Check: 16 × 8 = 128.|
92|306 ÷ 51 = ?|3|4|5|6|D|Round 306 to 300 and 51 to 50: 300 ÷ 50 = 6. Check: 51 × 6 = 306.|
93|448 ÷ 64 = ?|7|8|9|10|A|Test the options: 64 × 7 = 448, so 448 ÷ 64 = 7.|
94|256 ÷ 64 = ?|4|5|6|7|A|Round 256 to 250 and 64 to 60: 250 ÷ 60 = 4. Check: 64 × 4 = 256.|
95|385 ÷ 55 = ?|5|6|7|8|C|Round 385 to 400 and 55 to 60: 400 ÷ 60 = 7. Check: 55 × 7 = 385.|
96|115 ÷ 23 = ?|3|4|5|6|C|Round 115 to 100 and 23 to 20: 100 ÷ 20 = 5. Check: 23 × 5 = 115.|
97|175 ÷ 35 = ?|3|4|5|6|C|Round 175 to 200 and 35 to 40: 200 ÷ 40 = 5. Check: 35 × 5 = 175.|
98|123 ÷ 41 = ?|3|4|5|6|A|Test the options: 41 × 3 = 123, so 123 ÷ 41 = 3.|
99|237 ÷ 79 = ?|2|3|4|5|B|Round 237 to 250 and 79 to 80: 250 ÷ 80 = 3. Check: 79 × 3 = 237.|
100|344 ÷ 86 = ?|4|5|6|7|A|Round 344 to 350 and 86 to 90: 350 ÷ 90 = 4. Check: 86 × 4 = 344.|
