Question_Num|Question|Option-A|Option-B|Option-C|Option-D|Answer|Explanation|
39|A shop reduced a jumper's price by 30%, and it now costs £28. What was the original price?|x × 70/100 = 28|x × 30/100 = 28|x ÷ 70 × 100 = 28|28 × 70/100 = x|A|70% of the original price equals the £28 sale price — set up the equation using the remaining percentage: x × 70/100 = 28.|
40|After eating 2/5 of a bag of grapes, there are 240g left. How many grams were in the bag originally?|x × 2/5 = 240|x ÷ 3/5 = 240|x × 3/5 = 240|240 × 3/5 = x|C|3/5 of the grapes remain, and that equals the 240g left — set up the equation using the remaining fraction: x × 3/5 = 240.|
41|A company's workforce grew by 20% this year to reach 360 employees. How many employees did it have before the growth?|x × 20/100 = 360|x × 120/100 = 360|x ÷ 120 × 100 = 360|360 × 120/100 = x|B|120% of the original workforce equals the new total of 360 — set up the equation using the new percentage: x × 120/100 = 360.|
42|After a 15% pay rise, Anna's salary is £2,300 per month. What was her salary before the rise?|x × 15/100 = 2300|x ÷ 115 × 100 = 2300|x × 115/100 = 2300|2300 × 115/100 = x|C|115% of her original salary equals the new salary of £2,300 — set up the equation using the new percentage: x × 115/100 = 2300.|
43|Jake used 3/8 of his savings to buy a bike, leaving him with £150. How much did he have in savings before buying the bike?|x × 3/8 = 150|x × 5/8 = 150|x ÷ 5/8 = 150|150 × 5/8 = x|B|5/8 of his savings remain, and that equals the £150 left — set up the equation using the remaining fraction: x × 5/8 = 150.|
44|A car's value depreciated by 45% and is now worth £6,600. What was its value before it depreciated?|x ÷ 55 × 100 = 6600|x × 45/100 = 6600|6600 × 55/100 = x|x × 55/100 = 6600|D|55% of the original value equals the current value of £6,600 — set up the equation using the remaining percentage: x × 55/100 = 6600.|
45|Richard spent 30% of his money on a camera. He then gave 1/4 of his remaining money to his mother. If he was left with £63, how much did he have in the beginning?|x × 30/100 × 1/4 = 63|x × 70/100 ÷ 3/4 = 63|63 × 70/100 × 3/4 = x|x × 70/100 × 3/4 = 63|D|70% remains after the camera, and he then keeps 3/4 of that — so 70% × 3/4 of his starting money equals the £63 left: x × 70/100 × 3/4 = 63.|
46|A vase full of water lost 20% of its water to evaporation. Then 1/3 of what remained was poured out to water a plant. The vase now has 400ml of water. How much water did it start with?|x × 80/100 × 2/3 = 400|x × 20/100 × 1/3 = 400|x × 80/100 ÷ 2/3 = 400|400 × 80/100 × 2/3 = x|A|80% remains after evaporation, and 2/3 of that remains after pouring some out — so 80% × 2/3 of the starting amount equals the 400ml left: x × 80/100 × 2/3 = 400.|
47|Maria spent 1/5 of her money on a dress. She then spent 25% of what remained on shoes. She has £48 left. How much did she start with?|x × 1/5 × 25/100 = 48|48 × 4/5 × 75/100 = x|x × 4/5 × 75/100 = 48|x × 4/5 ÷ (75/100) = 48|C|4/5 remains after the dress, and 75% of that remains after the shoes — so 4/5 × 75% of the starting money equals the £48 left: x × 4/5 × 75/100 = 48.|
48|A company's profits fell by 10% one year, then fell a further 1/4 the next year. The profit is now £27,000. What was the profit before the two falls?|x × 90/100 × 3/4 = 27000|x × 10/100 × 1/4 = 27000|x × 90/100 ÷ 3/4 = 27000|27000 × 90/100 × 3/4 = x|A|90% remains after the first fall, and 3/4 of that remains after the second — so 90% × 3/4 of the original profit equals the £27,000 left: x × 90/100 × 3/4 = 27000.|
49|Oliver gave away 2/5 of his marble collection to a friend. He then sold 20% of the marbles he had left. He now has 96 marbles. How many marbles did he start with?|x × 2/5 × 20/100 = 96|x × 3/5 × 80/100 = 96|96 × 3/5 × 80/100 = x|x × 3/5 ÷ (80/100) = 96|B|3/5 remains after giving marbles away, and 80% of that remains after selling some — so 3/5 × 80% of the starting number of marbles equals the 96 left: x × 3/5 × 80/100 = 96.|
50|A warehouse's stock dropped by 35% in a clearance sale, and then a further 1/3 of what remained was damaged in a flood and thrown away. There are now 130 crates of stock left. How many crates were there originally?|x × 35/100 × 1/3 = 130|130 × 65/100 × 2/3 = x|x × 65/100 ÷ 2/3 = 130|x × 65/100 × 2/3 = 130|D|65% remains after the sale, and 2/3 of that remains after the flood — so 65% × 2/3 of the original stock equals the 130 crates left: x × 65/100 × 2/3 = 130.|
51|Ben drank 1/4 of a 250ml bottle of water. How much water did he drink?|250 × 1/4|250 × 3/4|250 ÷ 1/4|250 + (250 × 1/4)|A|He drank 1/4 of the bottle — multiply the total directly by the fraction drunk: 250 × 1/4.|
52|A tank holds 60 litres. 2/5 of the water leaked out. How much water leaked out?|60 × 3/5|60 × 2/5|60 ÷ 2/5|60 − 2/5|B|2/5 of the water leaked out — multiply the total directly by the fraction leaked: 60 × 2/5.|
53|Sara had 84 marbles. She gave away 1/3 of them to her brother. How many marbles did she give away?|84 × 2/3|84 ÷ 1/3|84 × 1/3|84 − 1/3|C|She gave away 1/3 of her marbles — multiply the total directly by the fraction given away: 84 × 1/3.|
54|A cake weighs 900g. Priya eats 2/9 of it. How many grams of cake did she eat?|900 × 7/9|900 ÷ 2/9|900 − 7/9|900 × 2/9|D|She ate 2/9 of the cake — multiply the total directly by the fraction eaten: 900 × 2/9.|
55|A school trip costs £96 per student. 3/8 of the cost is covered by a grant, and the family pays the rest. How much does the grant cover?|96 × 3/8|96 × 5/8|96 ÷ 3/8|96 + (96 × 3/8)|A|The grant covers 3/8 of the cost — multiply the total directly by the fraction covered: 96 × 3/8.|
56|Of the 45 questions on a test, Leo got 4/9 wrong. How many did he get wrong?|45 × 5/9|45 × 4/9|45 ÷ 4/9|45 − 5/9|B|He got 4/9 of the questions wrong — multiply the total directly by the fraction wrong: 45 × 4/9.|
57|A 500g bag of flour is used to bake bread; 3/10 of the flour is used for the first loaf. How much flour is used for the first loaf?|500 × 7/10|500 ÷ 3/10|500 × 3/10|500 − 7/10|C|3/10 of the flour is used for the first loaf — multiply the total directly by the fraction used: 500 × 3/10.|
58|Out of 72 sweets in a jar, 5/12 are lemon flavoured and the rest are orange. How many sweets are lemon flavoured?|72 × 7/12|72 ÷ 5/12|72 − 7/12|72 × 5/12|D|5/12 of the sweets are lemon flavoured — multiply the total directly by the fraction: 72 × 5/12.|
59|A jacket is on sale for £68 after a 15% discount. What was the original price?|x × 85/100 = 68|x × 15/100 = 68|x ÷ 85 × 100 = 68|68 × 85/100 = x|A|85% of the original price equals the £68 sale price — set up the equation using the remaining percentage: x × 85/100 = 68.|
60|A pair of trainers is on sale for £36 after a 20% discount. What was the original price?|x × 20/100 = 36|x × 80/100 = 36|x ÷ 80 × 100 = 36|36 × 80/100 = x|B|80% of the original price equals the £36 sale price — set up the equation using the remaining percentage: x × 80/100 = 36.|
61|Of the students in a school, 220 are present today, which is 88% of the total (12% are absent). How many students are in the school?|x × 12/100 = 220|x ÷ 12 × 100 = 220|x × 88/100 = 220|220 × 88/100 = x|C|88% of the total students equals the 220 present — set up the equation using the given percentage: x × 88/100 = 220.|
62|A discounted phone costs £208 after a 35% flash-sale discount. What was the original price?|x × 35/100 = 208|x ÷ 65 × 100 = 208|208 × 65/100 = x|x × 65/100 = 208|D|65% of the original price equals the £208 sale price — set up the equation using the remaining percentage: x × 65/100 = 208.|
63|After 8% of a bag of apples were found bruised and thrown away, 138 good apples remain. How many apples were in the bag originally?|x × 92/100 = 138|x × 8/100 = 138|x ÷ 92 × 100 = 138|138 × 92/100 = x|A|92% of the original number of apples equals the 138 good apples — set up the equation using the remaining percentage: x × 92/100 = 138.|
64|A game console accessory sells for £45 after a 25% markdown. What was the price before the sale?|x × 25/100 = 45|x × 75/100 = 45|x ÷ 25 × 100 = 45|45 × 75/100 = x|B|75% of the original price equals the £45 sale price — set up the equation using the remaining percentage: x × 75/100 = 45.|
65|328 seats are sold for tonight's show, which is 82% of the theatre's capacity. How many seats does the theatre have?|x × 18/100 = 328|x ÷ 82 × 100 = 328|x × 82/100 = 328|328 × 82/100 = x|C|82% of the total seats equals the 328 sold — set up the equation using the given percentage: x × 82/100 = 328.|
66|A laptop's clearance price is £540 after a 40% discount. What was the original price?|x × 40/100 = 540|x ÷ 60 × 100 = 540|540 × 60/100 = x|x × 60/100 = 540|D|60% of the original price equals the £540 clearance price — set up the equation using the remaining percentage: x × 60/100 = 540.|
67|After an 8% tax rise, a washing machine now costs £270. What was its price before the tax rise?|x × 108/100 = 270|x × 8/100 = 270|x ÷ 108 × 100 = 270|270 × 108/100 = x|A|108% of the original price equals the new price of £270 — set up the equation using the new percentage: x × 108/100 = 270.|
68|After a 15% increase, a shop's rent is now £1,380 per month. What was the rent before the increase?|x × 15/100 = 1380|x × 115/100 = 1380|x ÷ 115 × 100 = 1380|1380 × 115/100 = x|B|115% of the original rent equals the new rent of £1,380 — set up the equation using the new percentage: x × 115/100 = 1380.|
69|After growing by 6%, a town's population is now 42,400. What was the population before the growth?|x × 6/100 = 42400|x ÷ 106 × 100 = 42400|x × 106/100 = 42400|42400 × 106/100 = x|C|106% of the original population equals the new population of 42,400 — set up the equation using the new percentage: x × 106/100 = 42400.|
70|After being scaled up by 25%, a recipe now serves 25 people. How many people did the original recipe serve?|x × 25/100 = 25|x ÷ 125 × 100 = 25|25 × 125/100 = x|x × 125/100 = 25|D|125% of the original number served equals the new total of 25 — set up the equation using the new percentage: x × 125/100 = 25.|
71|After expanding its workforce by 30%, a company now has 195 staff. How many staff did it have before the expansion?|x × 130/100 = 195|x × 30/100 = 195|x ÷ 30 × 100 = 195|195 × 130/100 = x|A|130% of the original staff count equals the new total of 195 — set up the equation using the new percentage: x × 130/100 = 195.|
72|After a 12% rise, a water bill is now £44.80. What was the bill before the rise?|x × 12/100 = 44.8|x × 112/100 = 44.8|x ÷ 112 × 100 = 44.8|44.8 × 112/100 = x|B|112% of the original bill equals the new bill of £44.80 — set up the equation using the new percentage: x × 112/100 = 44.8.|
73|A bag is discounted by 20%, then a further 10% off the sale price at the till, making the final price £36. What was the original price?|x × 20/100 × 10/100 = 36|x − (x × 20/100) − (x × 10/100) = 36|x × 80/100 × 90/100 = 36|36 × 80/100 × 90/100 = x|C|The two discounts leave 80% then 90% of the original price — set up the equation applying both percentages: x × 80/100 × 90/100 = 36.|
74|A theme park ticket has 15% off for members, then a further £5 off voucher at checkout, leaving members paying £33.25. What was the full ticket price?|x × 85/100 = 33.25|(x − 5) × 85/100 = 33.25|x × 85/100 + 5 = 33.25|(x × 85/100) − 5 = 33.25|D|The 15% discount leaves 85% of the ticket price, then £5 is subtracted — set up the equation: (x × 85/100) − 5 = 33.25.|
75|Of a class of 32 students, 3/4 walk to school. Of those who walk, 1/3 also cycle sometimes. How many students walk but do not cycle?|32 × 3/4 × 2/3|32 × 1/4 × 1/3|32 × 3/4 × 1/3|32 × 3/4 ÷ 1/3|A|3/4 of the class walk, and of those, 2/3 do not cycle — apply both fractions directly: 32 × 3/4 × 2/3.|
76|A sofa is reduced by 30%, and then VAT of 20% is added to the sale price, making the final price £168. What was the original price before any changes?|x × 90/100 = 168|x × 70/100 × 120/100 = 168|(x − (x × 30/100)) × 20/100 = 168|168 × 70/100 × 120/100 = x|B|The discount leaves 70% and VAT makes it 120% of that — set up the equation applying both percentages: x × 70/100 × 120/100 = 168.|
77|A gym has 80kg of weight plates. 1/2 of the weight is 5kg plates, and of the remaining weight, 40% is 10kg plates. How many kg are plates that are neither 5kg nor 10kg plates?|80 × 1/2 × 40/100|80 × 1/2|80 × 1/2 × 60/100|80 ÷ 1/2 × 60/100|C|Half the weight is 5kg plates, and of the remaining half, 60% is other plates — apply both fractions/percentages directly: 80 × 1/2 × 60/100.|
78|A charity raised £3,000. It donates 60% to a hospital, and 25% of what remains to a school. How much does the charity keep (not donated to either)?|3000 × 60/100 × 25/100|3000 × 25/100|3000 × 40/100 × 25/100|3000 × 40/100 × 75/100|D|40% remains after the hospital donation, and 75% of that remains after the school donation — apply both percentages directly: 3000 × 40/100 × 75/100.|
79|A 500-page book has 2/5 of its pages as illustrations. Of the illustrated pages, 30% are in colour. How many illustrated pages are not in colour?|500 × 2/5 × 70/100|500 × 2/5 × 30/100|500 × 3/5 × 70/100|500 × 70/100|A|2/5 of the pages are illustrations, and 70% of those are not in colour — apply the fraction and percentage directly: 500 × 2/5 × 70/100.|
80|A YouTuber has 6,000 subscribers. 45% of them are from the UK. Of the UK subscribers, 1/3 are under 18. How many UK subscribers are 18 or over?|6000 × 45/100 × 1/3|6000 × 45/100 × 2/3|6000 × 55/100 × 2/3|6000 × 2/3|B|45% of subscribers are from the UK, and 2/3 of those are 18 or over — apply the percentage and fraction directly: 6000 × 45/100 × 2/3.|
81|Tom spent 2/5 of his money on a book, then spent a further £8 on lunch, leaving him with £22. How much did he start with?|x × 2/5 − 8 = 22|(x − 8) × 3/5 = 22|(x × 3/5) − 8 = 22|x × 3/5 + 8 = 22|C|3/5 of his money remains after the book, then £8 is subtracted for lunch — set up the equation: (x × 3/5) − 8 = 22.|
82|A water tank had 25% of its water used for irrigation, then a further 50 litres used for cleaning, leaving 550 litres. How many litres did the tank hold originally?|x × 75/100 = 550|(x − 50) × 75/100 = 550|x × 75/100 + 50 = 550|(x × 75/100) − 50 = 550|D|75% of the original amount remains after irrigation, then 50 litres is subtracted for cleaning — set up the equation: (x × 75/100) − 50 = 550.|
83|Emma saves 1/3 of her monthly pay, then spends a further £45 on a gift for a friend, leaving her with £355. How much does she earn a month?|(x × 2/3) − 45 = 355|x × 2/3 = 355|(x − 45) × 2/3 = 355|x × 2/3 + 45 = 355|A|2/3 of her pay remains after saving, then £45 is subtracted for the gift — set up the equation: (x × 2/3) − 45 = 355.|
84|A stadium sells 60% of its seats as season tickets, then reserves a further 200 seats for staff, leaving 1,800 seats for general sale. How many seats does the stadium have?|x × 40/100 = 1800|(x × 40/100) − 200 = 1800|(x − 200) × 40/100 = 1800|x × 40/100 + 200 = 1800|B|40% of seats remain after season tickets, then 200 staff seats are subtracted — set up the equation: (x × 40/100) − 200 = 1800.|
85|A baker sells 3/8 of his muffins in the morning, then gives away a further 15 in the afternoon, leaving 135 muffins. How many muffins did he make?|x × 5/8 = 135|(x − 15) × 5/8 = 135|(x × 5/8) − 15 = 135|x × 5/8 + 15 = 135|C|5/8 of the muffins remain after the morning sales, then 15 are subtracted for the afternoon giveaway — set up the equation: (x × 5/8) − 15 = 135.|
86|A library has 20% of its books on loan, then removes a further 30 books for repair, leaving 1,170 books on the shelf. How many books does the library have?|x × 80/100 = 1170|(x − 30) × 80/100 = 1170|x × 80/100 + 30 = 1170|(x × 80/100) − 30 = 1170|D|80% of the books remain on the shelf after loans, then 30 are subtracted for repair — set up the equation: (x × 80/100) − 30 = 1170.|
87|Sam has £75. He spends 40% of it on a toy. How much did he spend on the toy?|75 × 60/100|75 × 40/100|75 ÷ 60 × 100|75 + (75 × 40/100)|B|40% of his money is spent on the toy — multiply the total directly by the percentage spent: 75 × 40/100.|
88|Priya has 60 stickers. She gives away 1/4 of them. How many stickers does she have left?|60 × 1/4|60 × 3/4|60 ÷ 3/4|60 − 1/4|B|She gives away 1/4, so she keeps the remaining 3/4 — multiply the total directly by the fraction kept: 60 × 3/4.|
89|A jumper originally costs £40. The shop reduces the price by 30%. How much is the discount (in £)?|40 × 30/100|40 ÷ 70 × 100|40 × 70/100|40 + (40 × 30/100)|A|A 30% reduction means the discount is 30% of the original price — multiply directly: 40 × 30/100.|
90|A bag of grapes weighs 400g. 2/5 of it is eaten. How many grams are eaten?|400 × 2/5|400 ÷ 3/5|400 − 2/5|400 × 3/5|A|2/5 of the grapes are eaten — multiply the total directly by the fraction eaten: 400 × 2/5.|
91|A company has 300 employees. Its workforce grows by 20%. How many employees does it have now?|300 × 120/100|300 × 20/100|300 ÷ 120 × 100|300 − (300 × 20/100)|A|A 20% growth means the new total is 120% of the original — multiply directly by the new percentage: 300 × 120/100.|
92|Anna's salary is £2,000 a month. She gets a 15% pay rise. What is her new salary?|2000 × 15/100|2000 × 115/100|2000 ÷ 115 × 100|2000 − (2000 × 15/100)|B|A 15% rise means the new salary is 115% of the original — multiply directly by the new percentage: 2000 × 115/100.|
93|Jake has £400 in savings. He uses 3/8 of it to buy a bike. How much did he spend on the bike?|400 × 3/8|400 ÷ 5/8|400 × 5/8|400 − 3/8|A|3/8 of his savings is used for the bike — multiply the total directly by the fraction used: 400 × 3/8.|
94|A car is worth £12,000. Its value depreciates by 45%. What is its value now?|12000 × 45/100|12000 ÷ 55 × 100|12000 + (12000 × 45/100)|12000 × 55/100|D|A 45% depreciation leaves 55% of the value — multiply the total directly by the fraction left: 12000 × 55/100.|
95|Richard has £300. He spends 30% of his money on a camera. He then gives 1/4 of his remaining money to his mother. How much does he have left?|300 × 70/100 × 3/4|300 × 30/100 × 1/4|300 × 70/100 × 1/4|300 × 70/100 ÷ 3/4|A|70% remains after the camera, and he then keeps 3/4 of that — apply both fractions/percentages directly: 300 × 70/100 × 3/4.|
96|A vase starts with 900ml of water. It loses 20% to evaporation, then 1/3 of what remains is poured out to water a plant. How much water is poured out to water the plant?|900 × 20/100 × 1/3|900 × 80/100 × 2/3|900 × 80/100 × 1/3|900 × 80/100 ÷ 2/3|C|80% of the water remains after evaporation, and 1/3 of that remaining amount is poured out — multiply directly: 900 × 80/100 × 1/3.|
