Question_Num|Question|Option-A|Option-B|Option-C|Option-D|Answer|Explanation|
11|98374 × 34 = 3344716.\nWhich formula works out 9837.4 × 38?|(3344716 + 4 × 98374) ÷ 10|(3344716 + 4 × 98374) × 10|(3344716 - 4 × 98374) ÷ 10|3344716 × 4 ÷ 10|A|9837.4 = 98374 ÷ 10, and 38 = 34 + 4. So 9837.4 × 38 = (98374 × 34 + 4 × 98374) ÷ 10 = (3344716 + 4 × 98374) ÷ 10.|
12|98374 × 34 = 3344716.\nWhich formula works out 98374 × 32?|3344716 × 2 + 34|3344716 - (2 × 98374)|3344716 × (32 - 34)|3344716 + (2 × 98374)|B|32 is 34 minus 2, so 98374 × 32 = 98374 × 34 - (2 × 98374) = 3344716 - (2 × 98374).|
13|5623 × 47 = 264281.\nWhich formula works out 5623 × 50?|264281 × (50 - 47)|264281 × 3 + 47|264281 - (3 × 5623)|264281 + (3 × 5623)|D|50 is 47 plus 3, so 5623 × 50 = 5623 × 47 + (3 × 5623) = 264281 + (3 × 5623).|
14|5623 × 47 = 264281.\nWhich formula works out 5623 × 91?|264281 × 2 - 3 × 5623|264281 × 2 + 3 × 5623|264281 × 2 - 3 × 47|(264281 - 3 × 5623) × 2|A|91 = 47 × 2 - 3, so 5623 × 91 = (5623 × 47) × 2 - (3 × 5623) = 264281 × 2 - 3 × 5623.|
15|81250 × 62 = 5037500.\nWhich formula works out 81250 × 67?|5037500 + (5 × 81250)|5037500 - (5 × 81250)|5037500 × (67 - 62)|5037500 × 5 + 62|A|67 is 62 plus 5, so 81250 × 67 = 81250 × 62 + (5 × 81250) = 5037500 + (5 × 81250).|
16|81250 × 62 = 5037500.\nWhich formula works out 81250 × 57?|5037500 + (5 × 81250)|5037500 × (57 - 62)|5037500 × 5 + 62|5037500 - (5 × 81250)|D|57 is 62 minus 5, so 81250 × 57 = 81250 × 62 - (5 × 81250) = 5037500 - (5 × 81250).|
17|10% of 4820 = 482.\nWhich formula works out 13% of 4820?|482 + 3 × (482 ÷ 10)|482 × 3 ÷ 10|482 - 3 × (482 ÷ 10)|(482 + 3) × 10|A|13% = 10% + 3%, and 1% = 10% ÷ 10 = 482 ÷ 10 = 48.2. So 13% of 4820 = 482 + 3 × (482 ÷ 10).|
18|7412 × 89 = 659668.\nWhich formula works out 7412 × 83?|659668 - (6 × 7412)|659668 × 6 + 89|659668 × (83 - 89)|659668 + (6 × 7412)|A|83 is 89 minus 6, so 7412 × 83 = 7412 × 89 - (6 × 7412) = 659668 - (6 × 7412).|
19|34580 × 26 = 899080.\nWhich formula works out 34580 × 33?|899080 × 7 + 26|899080 × (33 - 26)|899080 + (7 × 34580)|899080 - (7 × 34580)|C|33 is 26 plus 7, so 34580 × 33 = 34580 × 26 + (7 × 34580) = 899080 + (7 × 34580).|
20|34580 × 26 = 899080.\nWhich formula works out 34580 × 55?|899080 × 2 + 3 × 34580|899080 × 2 - 3 × 34580|899080 + 2 × 34580|(899080 + 3 × 34580) × 2|A|55 = 26 × 2 + 3, so 34580 × 55 = (34580 × 26) × 2 + (3 × 34580) = 899080 × 2 + 3 × 34580.|
21|61200 × 53 = 3243600.\nWhich formula works out 61200 × 61?|3243600 + (8 × 61200)|3243600 × (61 - 53)|3243600 × 8 + 53|3243600 - (8 × 61200)|A|61 is 53 plus 8, so 61200 × 61 = 61200 × 53 + (8 × 61200) = 3243600 + (8 × 61200).|
22|61200 × 53 = 3243600.\nWhich formula works out 61200 × 45?|3243600 - (8 × 61200)|3243600 + (8 × 61200)|3243600 × 8 + 53|3243600 × (45 - 53)|A|45 is 53 minus 8, so 61200 × 45 = 61200 × 53 - (8 × 61200) = 3243600 - (8 × 61200).|
23|4295 × 71 = 304945.\nWhich formula works out 4295 × 80?|304945 + (9 × 4295)|304945 × (80 - 71)|304945 - (9 × 4295)|304945 × 9 + 71|A|80 is 71 plus 9, so 4295 × 80 = 4295 × 71 + (9 × 4295) = 304945 + (9 × 4295).|
24|4295 × 71 = 304945.\nWhich formula works out 4295 × 62?|304945 - (9 × 4295)|304945 + (9 × 4295)|304945 × 9 + 71|304945 × (62 - 71)|A|62 is 71 minus 9, so 4295 × 62 = 4295 × 71 - (9 × 4295) = 304945 - (9 × 4295).|
25|72900 × 38 = 2770200.\nWhich formula works out 72900 × 34?|2770200 × 4 + 38|2770200 + (4 × 72900)|2770200 - (4 × 72900)|2770200 × (34 - 38)|C|34 is 38 minus 4, so 72900 × 34 = 72900 × 38 - (4 × 72900) = 2770200 - (4 × 72900).|
42|8460 ÷ 30 = 282.\nWhich formula works out 8550 ÷ 60?|(282 + 3) ÷ 2|(282 + 3) × 2|(282 - 3) ÷ 2|282 ÷ 2 + 3|A|8550 = 8460 + (3 × 30), and 60 = 30 × 2. So 8550 ÷ 60 = (282 + 3) ÷ 2.|
43|5544 ÷ 42 = 132.\nWhich formula works out 5544 ÷ 168?|132|132 ÷ 4|132 - 4|132 × 4|B|168 is 42 × 4, so 5544 ÷ 168 = (5544 ÷ 42) ÷ 4 = 132 ÷ 4.|
44|2916 ÷ 12 = 243.\nWhich formula works out 295.2 ÷ 12?|(243 + 3) ÷ 10|(243 + 3) × 10|(243 - 3) ÷ 10|243 ÷ 10 + 3|A|295.2 = 2952 ÷ 10, and 2952 = 2916 + (3 × 12). So 295.2 ÷ 12 = (243 + 3) ÷ 10.|
45|9360 ÷ 24 = 390.\nWhich formula works out 46800 ÷ 24?|390 × 5|390|390 + 5|390 ÷ 5|A|46800 is 9360 × 5, so 46800 ÷ 24 = (9360 ÷ 24) × 5 = 390 × 5.|
46|4368 ÷ 26 = 168.\nWhich formula works out 4420 ÷ 52?|(168 + 2) ÷ 2|(168 + 2) × 2|(168 - 2) ÷ 2|168 ÷ 2 + 2|A|4420 = 4368 + (2 × 26), and 52 = 26 × 2. So 4420 ÷ 52 = (168 + 2) ÷ 2.|
47|1554 ÷ 6 = 259.\nWhich formula works out 10878 ÷ 42?|259 ÷ 7|259 × 7|259 × 7 × 7|259|D|Both 1554 and 6 are scaled by 7 (to 10878 and 42), so the ratio is unchanged: 10878 ÷ 42 = 1554 ÷ 6 = 259.|
48|7215 ÷ 15 = 481.\nWhich formula works out 21645 ÷ 15?|481 × 3|481|481 + 3|481 ÷ 3|A|21645 is 7215 × 3, so 21645 ÷ 15 = (7215 ÷ 15) × 3 = 481 × 3.|
49|6072 ÷ 33 = 184.\nWhich formula works out 6006 ÷ 11?|(184 - 2) × 3|(184 - 2) ÷ 3|(184 + 2) × 3|184 × 3 - 2|A|6006 = 6072 - (2 × 33), and 11 = 33 ÷ 3. So 6006 ÷ 11 = (184 - 2) × 3.|
50|2280 ÷ 8 = 285.\nWhich formula works out 11400 ÷ 40?|285 × 5 × 5|285 ÷ 5|285 × 5|285|D|Both 2280 and 8 are scaled by 5 (to 11400 and 40), so the ratio is unchanged: 11400 ÷ 40 = 2280 ÷ 8 = 285.|
