Question_Num|Question|Option-A|Option-B|Option-C|Option-D|Answer|Explanation|
29|A school hall has round tables that each seat 9 people. For a dinner with 143 guests, how many tables are needed so everyone has a seat?|143 ÷ 9, rounded to the nearest whole number|143 ÷ 9, rounded down to the next whole number|143 ÷ 9, rounded up to the next whole number|9 ÷ 143, rounded up to the next whole number|C|143 ÷ 9 = 15 remainder 8, and the remaining 8 guests still need a table, so the result is rounded up to 16 tables.|
30|A moving truck can carry 35 boxes per trip. A family has 168 boxes to move. What is the minimum number of trips needed?|168 ÷ 35, rounded up to the next whole number|168 ÷ 35, rounded down to the next whole number|35 ÷ 168, rounded up to the next whole number|(168 + 35) ÷ 35, rounded up to the next whole number|A|168 ÷ 35 = 4 remainder 28, and the leftover 28 boxes still need a trip, so the result is rounded up to 5 trips.|
31|Each shelf in a library can hold 40 books. The library has 910 books to shelve. How many shelves are needed?|40 ÷ 910, rounded up to the next whole number|910 ÷ 40, rounded up to the next whole number|910 ÷ 40, rounded to the nearest whole number|910 ÷ 40, rounded down to the next whole number|B|910 ÷ 40 = 22 remainder 30, and the remaining 30 books still need a shelf, so the result is rounded up to 23 shelves.|
32|A ferry can carry 60 passengers per trip. 452 people are waiting to cross the river. What is the minimum number of ferry trips required?|452 ÷ 60, rounded up to the next whole number|452 ÷ 60, rounded to the nearest whole number|60 ÷ 452, rounded up to the next whole number|452 ÷ 60, rounded down to the next whole number|A|452 ÷ 60 = 7 remainder 32, and the remaining 32 people still need a trip, so the result is rounded up to 8 trips.|
33|A box holds 6 eggs. A farmer collects 259 eggs and boxes them, filling each box as much as possible. How many boxes are needed so every egg is boxed?|259 ÷ 6, rounded up to the next whole number|259 ÷ 6, rounded down to the next whole number|6 ÷ 259, rounded up to the next whole number|259 ÷ 6, rounded to the nearest whole number|A|259 ÷ 6 = 43 remainder 1, and the last egg still needs a box, so the result is rounded up to 44 boxes.|
34|A conference room seats 25 people per session. 310 people have registered for a workshop. How many sessions are needed so everyone attends once?|310 ÷ 25, rounded down to the next whole number|310 ÷ 25, rounded to the nearest whole number|310 ÷ 25, rounded up to the next whole number|25 ÷ 310, rounded up to the next whole number|C|310 ÷ 25 = 12 remainder 10, and the remaining 10 people still need a session, so the result is rounded up to 13 sessions.|
35|A crate holds 16 bottles. A factory has 405 bottles to pack, filling each crate as much as possible. How many bottles are in the last, partly-filled crate?|the remainder when 16 is divided by 405|405 ÷ 16, rounded down to the next whole number|the remainder when 405 is divided by 16|405 ÷ 16, rounded up to the next whole number|C|Full crates use up 405 ÷ 16 = 25 crates; the bottles left over is the remainder when 405 is divided by 16, which is 5 bottles.|
36|A shuttle van can hold 22 fans per trip. 501 fans need a ride to the stadium. What is the minimum number of shuttle trips needed?|501 ÷ 22, rounded down to the next whole number|22 ÷ 501, rounded up to the next whole number|501 ÷ 22, rounded to the nearest whole number|501 ÷ 22, rounded up to the next whole number|D|501 ÷ 22 = 22 remainder 17, and the remaining 17 fans still need a trip, so the result is rounded up to 23 trips.|
37|A warehouse stacks boxes on pallets, with 48 boxes per pallet. There are 610 boxes to stack. How many pallets will be completely full?|610 ÷ 48, rounded up to the next whole number|610 ÷ 48, rounded down to the next whole number|48 ÷ 610, rounded down to the next whole number|610 ÷ 48, rounded to the nearest whole number|B|Only complete pallets count as "fully packed", so any leftover boxes are ignored: 610 ÷ 48 rounded down gives 12 full pallets.|
38|A summer camp divides children into cabins of 10. There are 137 children. How many cabins are needed so every child has a cabin?|137 ÷ 10, rounded up to the next whole number|10 ÷ 137, rounded up to the next whole number|137 ÷ 10, rounded down to the next whole number|137 ÷ 10, rounded to the nearest whole number|A|137 ÷ 10 = 13 remainder 7, and the remaining 7 children still need a cabin, so the result is rounded up to 14 cabins.|
39|A print shop has 725 sheets and staples full batches of 30 sheets first. How many sheets are left over after making as many complete batches of 30 as possible?|the remainder when 30 is divided by 725|the remainder when 725 is divided by 30|725 ÷ 30, rounded up to the next whole number|725 ÷ 30, rounded down to the next whole number|B|Full batches use up 725 ÷ 30 = 24 batches; the sheets left over is the remainder when 725 is divided by 30, which is 5 sheets.|
40|An amusement park ride has cars that each hold 4 riders. 97 people are in line. What is the minimum number of car dispatches needed so everyone gets a turn?|97 ÷ 4, rounded to the nearest whole number|97 ÷ 4, rounded down to the next whole number|4 ÷ 97, rounded up to the next whole number|97 ÷ 4, rounded up to the next whole number|D|97 ÷ 4 = 24 remainder 1, and the last person still needs a dispatch, so the result is rounded up to 25 dispatches.|
