Question_Num|Question|Option-A|Option-B|Option-C|Option-D|Answer|Explanation|
25|2/3 x 5/8 = ?|5/12|1 7/24|7/11|1/2|A|Fraction x Fraction: (2x5)/(3x8) = 10/24 = 5/12 in simplest form.|
26|4/5 x 5/8 = ?|1 17/40|1/2|9/13|2/5|B|Fraction x Fraction: (4x5)/(5x8) = 20/40 = 1/2 in simplest form.|
27|3/7 x 14/15 = ?|1 38/105|17/22|2/5|3/5|C|Fraction x Fraction: cancel first. 14 and 7 share a factor of 7: 3/7 x 14/15 = 3/1 x 2/15 = 6/15 = 2/5.|
28|5/12 x 8/15 = ?|19/20|13/27|4/9|2/9|D|Fraction x Fraction: cancel first. 5 and 15 share a factor of 5: 5/12 x 8/15 = 1/12 x 8/3. Then 8 and 12 share a factor of 4: 1/3 x 2/3 = 2/9.|
29|9/10 x 5/6 = ?|3/4|1 11/15|7/8|5/8|A|Fraction x Fraction: (9x5)/(10x6) = 45/60 = 3/4 in simplest form.|
30|7/8 x 4/21 = ?|1 11/168|1/6|11/29|1/3|B|Fraction x Fraction: cancel first. 7 and 21 share a factor of 7: 7/8 x 4/21 = 1/8 x 4/3. Then 4 and 8 share a factor of 4: 1/2 x 1/3 = 1/6.|
31|7/9 ÷ 2/5 = ?|14/45|18/35|1 17/18|1 7/18|C|Fraction÷Fraction: keep-change-flip: 7/9 ÷ 2/5 = 7/9 x 5/2 = 35/18 = 1 17/18.|
32|3/4 ÷ 2/3 = ?|1/2|8/9|1 1/4|1 1/8|D|Fraction÷Fraction: 3/4 ÷ 2/3 = 3/4 x 3/2 = 9/8 = 1 1/8.|
33|5/6 ÷ 5/9 = ?|1 1/2|25/54|2/3|1 1/3|A|Fraction÷Fraction: 5/6 ÷ 5/9 = 5/6 x 9/5 = 45/30 = 3/2 = 1 1/2.|
34|2/3 ÷ 4/9 = ?|8/27|1 1/2|2/3|1 1/4|B|Fraction÷Fraction: 2/3 ÷ 4/9 = 2/3 x 9/4 = 18/12 = 3/2 = 1 1/2.|
35|7/10 ÷ 3/5 = ?|21/50|6/7|1 1/6|1 1/3|C|Fraction÷Fraction: 7/10 ÷ 3/5 = 7/10 x 5/3 = 35/30 = 7/6 = 1 1/6.|
36|5/8 ÷ 5/6 = ?|25/48|1 1/3|2/3|3/4|D|Fraction÷Fraction: 5/8 ÷ 5/6 = 5/8 x 6/5 = 30/40 = 3/4.|
37|3/5 ÷ 9/10 = ?|2/3|27/50|1 1/2|3/4|A|Fraction÷Fraction: 3/5 ÷ 9/10 = 3/5 x 10/9 = 30/45 = 2/3.|
38|4/9 ÷ 2/3 = ?|8/27|2/3|1 1/2|3/4|B|Fraction÷Fraction: 4/9 ÷ 2/3 = 4/9 x 3/2 = 12/18 = 2/3.|
39|5/6 ÷ 1/3 = ?|5/18|2/5|2 1/2|2 1/3|C|Fraction÷Fraction: 5/6 ÷ 1/3 = 5/6 x 3/1 = 15/6 = 5/2 = 2 1/2.|
40|7/12 ÷ 7/8 = ?|49/96|1 1/2|3/4|2/3|D|Fraction÷Fraction: 7/12 ÷ 7/8 = 7/12 x 8/7 = 56/84 = 2/3.|
41|3 x 2/9 + 2/9 = ?|8/9|4/9|1 1/3|7/9|A|Multiply first: 3 x 2/9 = 6/9 = 2/3. Then add: 6/9 + 2/9 = 8/9.|
42|2 x 3/8 + 1/8 = ?|1/2|7/8|1|5/8|B|Multiply first: 2 x 3/8 = 6/8. Then add: 6/8 + 1/8 = 7/8.|
43|4 x 1/6 + 1/3 = ?|1/2|2|1|5/6|C|Multiply first: 4 x 1/6 = 4/6 = 2/3. Then add: 2/3 + 1/3 = 1.|
44|5 x 2/15 + 1/5 = ?|1/3|1 2/3|11/15|13/15|D|Multiply first: 5 x 2/15 = 10/15 = 2/3. Then add (LCD 15): 10/15 + 3/15 = 13/15.|
45|3 x 1/4 + 3/8 = ?|1 1/8|5/8|1 7/8|1|A|Multiply first: 3 x 1/4 = 3/4 = 6/8. Then add: 6/8 + 3/8 = 9/8 = 1 1/8.|
46|4 x 3/10 - 1/5 = ?|1/10|1|2/5|1 1/5|B|Multiply first: 4 x 3/10 = 12/10 = 6/5. Then subtract: 6/5 - 1/5 = 5/5 = 1.|
47|3 (5/12) - 1/4 = ?|1/6|1/2|1|1 1/4|C|Multiply first: 3 x 5/12 = 15/12 = 5/4. Then subtract: 5/4 - 1/4 = 4/4 = 1.|
48|2 (5/8) - 3/4 = ?|1/8|1/4|3/4|1/2|D|Multiply first: 2 x 5/8 = 10/8 = 5/4. Then subtract: 5/4 - 3/4 = 2/4 = 1/2.|
49|5 (1/6) - 2/3 = ?|1/6|1/2|2 1/2|1/3|A|Multiply first: 5 x 1/6 = 5/6. Then subtract (LCD 6): 5/6 - 4/6 = 1/6.|
50|6 (1/9) - 1/3 = ?|2/9|1/3|1 1/3|2/3|B|Multiply first: 6 x 1/9 = 6/9 = 2/3. Then subtract: 2/3 - 1/3 = 1/3.|
51|3 2/9 + 2/9 = ?|4/9|3 2/9|3 4/9|4 4/9|C|Add the fraction parts: 2/9 + 2/9 = 4/9. Keep the whole number: 3 4/9.|
52|2 1/4 + 3/4 = ?|2 1/4|1|2 1/2|3|D|Add the fraction parts: 1/4 + 3/4 = 4/4 = 1 whole. Add to the whole number: 2 + 1 = 3.|
53|1 5/6 + 1/6 = ?|2|1 5/6|1|1 1/6|A|Add the fraction parts: 5/6 + 1/6 = 6/6 = 1 whole. Add to the whole number: 1 + 1 = 2.|
54|4 3/10 + 2/5 = ?|7/10|4 7/10|4 1/2|5 7/10|B|Convert 2/5 to tenths: 2/5 = 4/10. Add the fraction parts: 3/10 + 4/10 = 7/10. Whole number stays 4: 4 7/10.|
55|2 5/8 + 1/4 = ?|7/8|2 3/4|2 7/8|3 7/8|C|Convert 1/4 to eighths: 1/4 = 2/8. Add the fraction parts: 5/8 + 2/8 = 7/8. Whole number stays 2: 2 7/8.|
56|5 3/4 - 1/2 = ?|1/4|5 1/2|4 1/4|5 1/4|D|Convert 1/2 to quarters: 1/2 = 2/4. Subtract: 3/4 - 2/4 = 1/4. Whole number stays 5: 5 1/4.|
57|3 1/6 - 1/2 = ?|2 2/3|2 1/3|3 1/3|2/3|A|Convert 1/2 to sixths: 1/2 = 3/6. Since 1/6 is smaller than 3/6, borrow 1 from the whole number: 3 1/6 = 2 7/6. Subtract: 7/6 - 3/6 = 4/6 = 2/3. Answer: 2 2/3.|
58|4 1/3 - 1/6 = ?|1/6|4 1/6|4 1/2|3 1/6|B|Convert 1/3 to sixths: 1/3 = 2/6. Subtract: 2/6 - 1/6 = 1/6. Whole number stays 4: 4 1/6.|
59|2 3/8 - 1/4 = ?|1/8|2 1/4|2 1/8|1 1/8|C|Convert 1/4 to eighths: 1/4 = 2/8. Subtract: 3/8 - 2/8 = 1/8. Whole number stays 2: 2 1/8.|
60|5 1/2 - 1/3 = ?|1/6|5 1/3|4 1/6|5 1/6|D|Convert to sixths: 1/2 = 3/6, 1/3 = 2/6. Subtract: 3/6 - 2/6 = 1/6. Whole number stays 5: 5 1/6.|
61|(2/3)² + 1/9 = ?|5/9|1 4/9|4/9|2/3|A|Square first: (2/3)² = 2/3 x 2/3 = 4/9. Then add: 4/9 + 1/9 = 5/9.|
62|(1/2)² + 1/4 = ?|1 1/4|1/2|1/4|3/4|B|Square first: (1/2)² = 1/2 x 1/2 = 1/4. Then add: 1/4 + 1/4 = 2/4 = 1/2.|
63|(3/4)² + 1/16 = ?|1 9/16|9/16|5/8|1/2|C|Square first: (3/4)² = 3/4 x 3/4 = 9/16. Then add: 9/16 + 1/16 = 10/16 = 5/8.|
64|(1/3)² + 2/9 = ?|8/9|1/9|4/9|1/3|D|Square first: (1/3)² = 1/3 x 1/3 = 1/9. Then add: 1/9 + 2/9 = 3/9 = 1/3.|
65|(2/5)² + 1/25 = ?|1/5|21/25|4/25|2/25|A|Square first: (2/5)² = 2/5 x 2/5 = 4/25. Then add: 4/25 + 1/25 = 5/25 = 1/5.|
66|(3/5)² - 1/25 = ?|1 4/25|8/25|9/25|7/25|B|Square first: (3/5)² = 3/5 x 3/5 = 9/25. Then subtract: 9/25 - 1/25 = 8/25.|
67|(5/6)² - 1/4 = ?|1 5/12|25/36|4/9|7/12|C|Square first: (5/6)² = 5/6 x 5/6 = 25/36. Then subtract (LCD 36): 25/36 - 9/36 = 16/36 = 4/9.|
68|(2/3)² - 1/9 = ?|1 2/9|4/9|2/9|1/3|D|Square first: (2/3)² = 2/3 x 2/3 = 4/9. Then subtract: 4/9 - 1/9 = 3/9 = 1/3.|
69|(3/4)² - 1/4 = ?|5/16|1 1/4|9/16|7/16|A|Square first: (3/4)² = 3/4 x 3/4 = 9/16. Then subtract (LCD 16): 1/4 = 4/16. 9/16 - 4/16 = 5/16.|
70|(1/2)² - 1/8 = ?|7/8|1/8|1/4|3/8|B|Square first: (1/2)² = 1/2 x 1/2 = 1/4. Then subtract (LCD 8): 1/4 = 2/8. 2/8 - 1/8 = 1/8.|
71|(1/2)³ + 3/8 = ?|3/8|1/2|1/8|5/8|B|Cube first: (1/2)³ = 1/2 x 1/2 x 1/2 = 1/8. Then add: 1/8 + 3/8 = 4/8 = 1/2.|
72|(1/3)³ + 8/27 = ?|8/27|1/27|1/3|2/9|C|Cube first: (1/3)³ = 1/3 x 1/3 x 1/3 = 1/27. Then add: 1/27 + 8/27 = 9/27 = 1/3.|
73|(2/3)³ - 5/27 = ?|1/9|8/27|5/27|13/27|A|Cube first: (2/3)³ = 2/3 x 2/3 x 2/3 = 8/27. Then subtract: 8/27 - 5/27 = 3/27 = 1/9.|
74|(3/4)³ - 11/64 = ?|1/4|27/64|11/64|19/32|A|Cube first: (3/4)³ = 3/4 x 3/4 x 3/4 = 27/64. Then subtract: 27/64 - 11/64 = 16/64 = 1/4.|
75|(1/4)³ + 15/64 = ?|15/64|1/64|1/4|7/32|C|Cube first: (1/4)³ = 1/4 x 1/4 x 1/4 = 1/64. Then add: 1/64 + 15/64 = 16/64 = 1/4.|
76|(2/5)³ + 17/125 = ?|1/5|17/125|8/125|9/125|A|Cube first: (2/5)³ = 2/5 x 2/5 x 2/5 = 8/125. Then add: 8/125 + 17/125 = 25/125 = 1/5.|
77|(3/5)³ - 2/125 = ?|27/125|1/5|2/125|29/125|B|Cube first: (3/5)³ = 3/5 x 3/5 x 3/5 = 27/125. Then subtract: 27/125 - 2/125 = 25/125 = 1/5.|
78|(1/5)³ + 4/125 = ?|4/125|1/125|3/125|1/25|D|Cube first: (1/5)³ = 1/5 x 1/5 x 1/5 = 1/125. Then add: 1/125 + 4/125 = 5/125 = 1/25.|
79|(2/3)³ + 19/27 = ?|19/27|1|8/27|11/27|B|Cube first: (2/3)³ = 2/3 x 2/3 x 2/3 = 8/27. Then add: 8/27 + 19/27 = 27/27 = 1.|
80|(3/4)³ + 37/64 = ?|37/64|27/64|1|5/32|C|Cube first: (3/4)³ = 3/4 x 3/4 x 3/4 = 27/64. Then add: 27/64 + 37/64 = 64/64 = 1.|
